 ,1,2,4,6,8,12,16,24,32,48,64,80,96
fl:384/0-1,237694110,163446912,33018865,24414162,15493168,12573108,10630743,9017810,7959388,6795216,5505587,4829230,4282276
saca:384/0-1,447420815,667526213,1404487747,2139793987,1192411463,414692309,377837360,405205744,407566719,422718542,407893743,403162544,384506637
sapc:384/0-1,392312445,627257448,1248844921,1466814667,405942267,463158587,473562462,558425242,554379477,578025576,583893349,603343801,613913140
rs:384/0-1,373678920,698532890,1387624477,1820991357,420693214,418205800,463991254,543032624,557251412,613814499,585351775,595097073,610162391
op:384/0-1,298635481,374613576,748997175,1122260002,759060967,390003821,368401976,398904530,406038715,415914582,410084367,405403747,402453615
flpc:384/1-1,234421658,290860934,586343812,877550061,461026279,355836724,360809981,350029017,361790326,353647359,307884439,308813846,291462949
pc:384/0-1,166833804,308990026,610742939,908900718,438165225,315578781,335657041,311375566,362088629,358395294,346100818,315130150,330163647
fl:384/0-8,264323518,149630737,18583489,13981109,11212790,10191820,9256298,8224299,7580215,6434649,5802819,4932586,4374455
saca:384/0-8,227366839,255305186,509826361,199157707,259007609,227893041,232100275,251997105,258956652,401764068,300938274,219204940,93584478
sapc:384/0-8,420404120,643780943,1266591600,203935713,217243252,222170254,232601005,261523715,271501206,285836273,290841035,222023453,122284970
rs:384/0-8,363178967,658037848,1223638197,200728620,218951910,230536636,238073386,265255507,293200814,310568766,273820263,165238856,96458552
op:384/0-8,278348282,372606885,743639843,1058064947,218989406,213351793,241185699,265272096,279827278,299073293,287365915,232483896,118805297
flpc:384/1-8,257904264,285216689,571278119,178498163,187347423,192759273,207628776,241088191,245443553,269222011,185188507,106028987,47556718
pc:384/0-8,173887072,320678433,627972274,174768481,187839686,208012461,235587552,274180114,292476525,328917994,363904290,208240214,43185052
fl:384/0-16,273042307,146717858,16250573,13434524,10894354,9863813,8963922,7999187,7251950,6224465,5573766,4595892,4148561
saca:384/0-16,134393885,148884110,297338709,205892800,225098299,226978411,239762701,332524421,262644742,70816890,32701267,17922226,15441257
sapc:384/0-16,419892249,644355982,1244825349,228082003,216489948,218001910,232820781,257979473,265943474,88473681,57132367,47598949,45055228
rs:384/0-16,333292111,552400375,1106051476,227894258,214011500,241407161,240768432,267264892,289231555,79950044,38353588,23692816,20284234
op:384/0-16,254351750,347434775,692915811,863901618,240032166,212301453,231334600,250785513,309222401,85751403,45560129,29459443,24059250
flpc:384/1-16,261893872,285353138,320390891,163211444,161275817,185283823,193874319,219726342,150539999,38770471,24849524,18702151,17523097
pc:384/0-16,173635793,317066287,534806308,170644085,160358564,189652191,214552246,251673514,263603285,28696410,9004907,4611048,3352180
fl:1536/0-1,238293763,163398653,32758551,25186045,15053678,11550936,10382862,8984287,8079917,6404051,5734978,4862314,4217791
saca:1536/0-1,447305041,737485630,1474119200,2207041873,1181909839,407747165,372893179,392300867,397179478,384735924,393863172,396884126,396110535
sapc:1536/0-1,388909666,619347708,546871725,580500944,583750467,684988773,762497010,841598421,916212242,1000735040,1080774383,1138634008,1118995600
rs:1536/0-1,373668094,697814106,527887172,634567314,570221799,663570341,744177903,823777008,898691055,984331391,1066628895,1118112084,1160927549
op:1536/0-1,298529226,375190879,749508215,1123657821,780195951,381986214,389270747,395093078,403524479,390136366,394846393,390132290,398879900
flpc:1536/1-1,235054797,293729121,583307047,876874602,586882605,371818878,334921938,364789700,380842715,336827750,318874045,305777693,301974675
pc:1536/0-1,166838295,310324671,603633018,903291435,545431350,307165221,316052951,355530152,334690676,330031996,337684709,312318365,343418588
fl:1536/0-8,263875539,150751603,18627644,13127916,11522715,10010397,9064245,7940357,7439084,6315584,5520724,4678460,4295581
saca:1536/0-8,226206511,254786747,509357845,239195086,238336534,250292686,285460713,305645075,337393083,360845787,389935305,382987902,389357424
sapc:1536/0-8,417323908,642574797,791988401,357919618,321019046,340826738,378713788,417424006,453897005,499785974,516846031,547040053,576781011
rs:1536/0-8,374284804,694659890,1333683518,392265151,317278029,353664573,400091011,447643798,491143127,542091268,544340329,570465340,625076803
op:1536/0-8,276673323,373952249,744992698,276671306,248833955,251731725,284091473,304004481,329866087,356770515,355779430,371556509,388170018
flpc:1536/1-8,258350885,286194872,570895946,705812886,242495934,263906481,294193457,321758151,347583594,383126638,371710870,380703284,415522556
pc:1536/0-8,173782540,316840094,627986197,419174302,230531285,267674263,315938552,371807504,396290922,443479966,462059068,489026494,508838649
rs:384/2-1,406283799,570231188,1109171437,1680263412,2193551899,1794348795,1697494151,1482283934,1245788684,1061250244,1101151779,1100607298,1035721954
flpc:384/2-1,234586149,294719831,584764378,877628710,1163194456,1744939368,2332893863,3506103973,1105906635,1100577287,1220955905,1227780535,1210912939
rs:384/2-8,396246341,608532811,1218140327,1804667203,982767444,666970286,1043526201,691649146,905792805,709400681,281363169,174613392,101150810
flpc:384/2-8,256924591,284124779,567237249,746392932,678525020,503693775,756930628,535251940,647269002,556375680,174020204,99112669,49411941
rs:384/2-16,378562732,551145415,1101722617,1316942933,908397986,791523223,842025710,795336741,272458068,96429863,56080567,38084452,31731059
flpc:384/2-16,257968184,286286241,570839938,769833503,720768261,608853735,662677784,543545134,135653799,40549910,29036987,23962882,24702317
rs:1536/2-1,383533952,558170369,1125083150,1668620360,2273887822,3381857371,4448647950,6733682891,8859669879,8748987967,8079951436,8053227373,6791394444
flpc:1536/2-1,231654252,293302047,584617810,873302602,1156925273,1749798544,2315326618,3462400600,4635179061,6940732376,10500221801,11858555158,13811665358
rs:1536/2-8,388754519,591566185,1260016992,1902414392,2518527646,3695910593,4907363237,7289889661,9566931048,6536349420,6522016301,6590995700,5007974458
flpc:1536/2-8,258717017,287006732,576795443,865307319,1146208474,1722622516,2298957593,3442032253,4022061830,3743505628,3568836996,3506572986,3278964592
