data,1,2,4,6,8,12,16,24,32,48,64,96,128,192
fl:96,17187545,34209648,57015616,94854831,131914543,201810819,271232483,393313213,397395859,404924375,408189158,744590133,720494763,745788836
fl:128,17363926,20227701,56286880,85998749,39987972,194139315,259377578,390342359,394777173,412851388,411510122,405857930,666986947,750950422
fl:192,17715564,20455014,55802372,91520672,122931029,139491458,223129989,380277961,398579297,400549845,406518600,414181070,412646374,417262746
fl:256,16007106,35577542,57106605,97895611,114405470,182822605,210357411,318576854,477387119,708022930,726246378,746590450,797967433,737432335
fl:384,17740625,34886925,55926933,92925366,106472706,162869191,228623074,328231373,456530617,638045377,903821214,943384254,970883496,967163799
flpc:96,17385524,35203576,70320549,95755751,128573036,189842928,256110220,387180338,395842787,407524821,401556096,407719492,415884174,402263263
flpc:128,17446149,34887602,67791204,77695698,119125900,188315932,215805388,342171515,421927265,621227665,739192228,723390756,733410481,723278153
flpc:192,18340555,33861457,69008222,98925805,119757989,179783584,236648296,344370525,439626897,674914727,896954497,1134704603,1103296092,1123286791
flpc:256,17604139,34830051,65722015,84840078,103977744,191531750,263151024,387188259,401303491,402686412,400468894,405794765,439322573,743039577
flpc:384,17850187,36157455,66733553,84952806,105637308,166831128,226271236,375727930,393134715,408908430,409642387,421010585,410110436,412354712
op:96,18269791,36717613,72398720,110967743,150855669,60346665,292612050,450355593,440482947,436268766,441228965,444268181,437831489,868253705
op:128,19420895,37416074,72988980,111488664,148644399,222914361,298790711,439275118,442940211,439815220,439309604,435313861,448159673,449909386
op:192,18321321,37428830,74546811,110664144,146047479,221296707,297676177,443522336,594454310,889518695,1195644882,1330226896,1308451474,1341943844
op:256,18454402,38044968,74556660,110015316,146239411,221738081,295749919,441411415,588785586,891839462,1192581622,1353865632,1341966337,1317676202
op:384,17561482,36107430,74253195,109909926,149103822,226098634,300338149,452389026,449878937,446238436,447051200,447706991,863969840,895883330
op+:96,18428350,37506189,74159209,111123245,150025888,224073427,301125877,456529271,451663537,448698151,787289739,880852931,861236846,765237071
op+:128,19388547,37334566,76420627,111199975,146481387,224260260,298638180,443739298,443637753,441936863,437417510,434146034,896331722,873265206
op+:192,18341907,35198205,72915750,109657667,147899503,223533296,300823405,455433927,454077228,449567777,449514808,450221747,445773342,536370854
op+:256,18303900,36568955,73443372,110324018,150688379,226548418,302005090,449350504,590438693,899489091,882147242,893922357,901271712,875792519
op+:384,18585988,38171156,74666115,110892890,146630607,225137702,298468832,438833023,595490188,885151753,1180580916,1733751895,1689697383,1791962149
sa:96,18728677,28323156,67894463,100385180,132268834,206499439,289515408,416120222,427289402,436590230,446918645,496187201,768026588,755271573
sa:128,19070640,20586324,60234989,82967055,112118555,190729790,250077676,407179319,420333541,436805798,438939421,439681192,437046433,793045249
sa:192,19120961,39893582,59457780,87121911,122032329,190938506,213801894,433702915,408912744,427665167,425433132,442437923,434803225,426209985
sa:256,19183852,36840107,38191368,84323577,130802153,158255815,217924067,383606363,489303073,677143796,757752813,780156189,774917359,781870385
sa:384,18887686,37713946,62515854,101901270,100364574,148006586,216632055,317087531,405910623,641647125,859148918,1120580906,1109327126,1163779222
sapc:96,18740939,36001840,72102788,106399617,143809030,216838640,285282039,430248632,429416944,428816483,421359266,868646132,869044748,874985488
sapc:128,17557625,36129614,70864295,107843559,143860452,214243585,298581778,436449418,432929048,423157314,429123493,426911507,428801162,852253271
sapc:192,18050631,35290130,69995286,107885235,143591110,215480526,297196562,446108303,587767661,882589773,866136692,875968116,871970254,885989147
sapc:256,17439876,36754900,73395708,110067567,146162438,219293702,290862212,437015613,582537645,884396979,874322571,884298545,869872731,878599421
sapc:384,18511942,37260165,70347090,106180788,139777099,208649542,280268987,421991327,559760210,834524754,1100924269,1607688296,1653116738,1677525219
rs:96,17864575,35922381,72037424,106903096,142908715,216795057,287413666,431833264,265118119,849057250,860184502,850926713,848961168,841571211
rs:128,17941003,35904938,71055954,106925150,143930601,214467412,284936998,433713577,578178546,875341070,1145706551,1677978479,1670066824,1673473172
rs:192,17429102,35193095,71951398,107585208,142814100,209006793,288936291,432226704,426782046,430137834,425602541,431028970,424255308,424139006
rs:256,17409775,36218639,72666876,107459113,144324861,216883847,289471556,431652959,576917347,870065188,862908838,855016569,863166528,852047608
rs:384,18556974,35936703,71781605,108054068,142279099,217123479,287096863,430813892,577717945,867102930,1136396785,1285921085,1286226535,1262882265
rs+:96,17093734,35889442,70642071,105340858,141308092,217143789,287134864,425751577,432656257,428243937,424608347,427372939,423103956,424876949
rs+:128,19027485,37189067,72838886,110920793,147203213,221175428,294370220,440669203,589936265,886672124,875249141,870367298,869333452,943475786
rs+:192,18387772,35424461,72861287,110682825,147229825,220388191,292148089,437004580,582314014,875766800,1157977938,1648662988,1692057667,1693618202
rs+:256,17855903,36143266,72316727,110097584,146075230,221323441,298270804,444230752,446648432,444080568,435316107,441706925,856591897,872344536
rs+:384,17818012,36371516,73271249,109934636,149312554,222762976,291997545,424264483,430529569,428129463,431630418,427565112,421833922,421907886
pc:96,4559782,35172634,69323783,97751137,131208930,198700019,260880713,397657023,404787101,743118662,729061247,729551044,742502856,745168413
pc:128,17930010,35260949,66629406,91430177,129303280,169327302,220229091,372113995,459592859,687046549,909139045,1064609680,1082281462,1129804225
pc:192,17644668,16904620,64339235,88443227,122001629,178756670,266916799,394187522,404427029,401304800,405956014,410941284,410063004,497080214
pc:256,17924517,36042993,58380242,80978598,111289487,190662147,254492847,381903778,464463246,694450585,751522806,748988839,733896368,739922344
pc:384,17816523,35341787,57578269,78745811,87122216,171267458,213074930,321459074,416589338,637134013,774911763,926672359,977088402,1005892455
