 ,1,2,4,6,8,12,16,24,32,48,64,80,96
rs:384/0-1,209004076,418003104,538983390,258135702,373493254,346418780,389689983,479503386,616642714,889715701,1007451028,1081427723,1257217875
rs:384/1-1,209630960,418610223,537891217,254066879,361960007,350394987,425433655,476910891,613521307,883679070,1014759786,1084859404,1281848754
rs:384/2-1,207083265,417578036,835341136,1253014232,1670457942,2495322631,2330851868,2005353411,2195529357,2590649385,2661705153,2765459951,2944261514
flpc:384/1-1,101196039,202157480,270631843,180092744,212347337,178443093,183412841,195839483,232994812,308460091,343134329,374314595,407663323
flpc:384/2-1,101194869,202135279,404633756,606639807,809059305,1213383991,1229098499,1243404798,1539419199,1952863073,1980818021,2133191637,2320581487
rs:384/0-8,182800023,365326032,365950064,209462672,224056254,229761766,237624892,261573694,325785849,409574974,242933405,198775497,116638898
rs:384/1-8,184134196,367942400,369569137,208397479,231400099,230964362,238334002,264293070,329660287,412315853,246722664,199696804,115881355
rs:384/2-8,183745500,367433581,735729249,1103911414,1472019148,880749896,1699227658,1251711444,1451326680,1478212762,241745818,194223503,112697541
flpc:384/1-8,98827587,197244098,221050208,161121289,189143524,200516783,208804875,231147010,278126608,340167665,221427645,142962294,66931892
flpc:384/2-8,97449841,195697430,391724797,587107871,782881763,575746787,981677749,818818260,894394049,921628029,186329171,104719859,47365885
rs:384/0-16,174398229,351044192,379595671,242059112,231194221,239402246,243225060,262891010,209656690,86937015,58449951,47865501,41837509
rs:384/1-16,176344830,352278551,381411477,235996912,227656784,241756167,221408842,264495668,211304775,87519023,58353804,47727790,41819288
rs:384/2-16,176805348,352922689,707039358,1060005108,1412400146,1024574615,1548200347,1343224881,206288816,85447440,58649423,47834533,41806682
flpc:384/1-16,98992569,197903049,226733237,180247153,178505449,204201018,209407648,227466474,160283483,54142577,30292884,24210635,21150538
flpc:384/2-16,97575833,196109262,393067714,587445618,785620709,675678076,938919474,846803694,126866913,35458446,25024643,21383735,19658665
rs:1536/0-1,208991339,417993226,532926500,257897275,367949352,333212743,452000758,642660061,847036643,1235676137,1851925742,2154245314,2368776925
rs:1536/1-1,206892204,413870648,520963408,252773654,361237780,331353757,448541044,637876308,841996262,1227179525,1836583263,2141948108,2353431313
rs:1536/2-1,210631184,421250097,838799382,1256412768,1670497238,2505366918,3340561278,5010560684,6680612159,10020672514,13376035918,16715809527,20033728061
flpc:1536/1-1,100975152,202132058,272778625,200618272,240877844,177580003,181069553,192092376,227353061,309612189,338207418,370566274,402962526
