data,1,2,4,6,8,12,16,24,32,48,64,96,128,192
fl:96,0,0,0,0,0,0,0,0,0,0,0,0,1099957,3317155
fl:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2211367
fl:192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fl:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fl:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:96,0,0,0,0,0,0,0,0,0,0,0,0,1099062,3323010
flpc:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2209372
flpc:192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op:96,0,0,0,0,0,0,0,0,0,0,0,0,1093314,3292283
op:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2205869
op:192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op+:96,0,0,0,0,0,0,0,0,0,0,0,102199,1744053,4175390
op+:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2222938
op+:192,0,0,0,0,0,0,0,0,0,0,0,0,0,2180753
op+:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op+:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sa:96,0,0,0,0,0,0,0,0,0,0,0,0,1099220,3335942
sa:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2210103
sa:192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sa:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sa:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sapc:96,0,0,0,0,0,0,0,0,0,0,0,0,1097118,3321943
sapc:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2189082
sapc:192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sapc:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sapc:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:96,0,0,0,0,0,0,0,0,0,0,0,0,1153153,3334427
rs:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2212571
rs:192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rs+:96,0,0,0,0,0,0,0,0,0,0,0,0,1100800,3318350
rs+:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2193936
rs+:192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rs+:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rs+:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pc:96,0,0,0,0,0,0,0,0,0,0,0,0,1101109,3323784
pc:128,0,0,0,0,0,0,0,0,0,0,0,0,0,2212797
pc:192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pc:256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pc:384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
