 ,1,2,4,6,8,12,16,24,32,48,64,80,96
fl:384/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
saca:384/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sapc:384/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:384/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
op:384/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:384/1-1,0,0,0,0,0,0,0,0,0,0,0,0,0
pc:384/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
fl:384/0-8,0,0,0,0,0,0,0,0,0,0,0,221,564710
saca:384/0-8,0,0,0,0,0,0,0,0,0,0,0,97278,7075523
sapc:384/0-8,0,0,0,0,0,0,0,0,0,0,0,271933,3378747
rs:384/0-8,0,0,0,0,0,0,0,0,0,0,0,287683,5190415
op:384/0-8,0,0,0,0,0,0,0,0,0,0,0,236,4302507
flpc:384/1-8,0,0,0,0,0,0,0,0,0,0,3248,563292,4447309
pc:384/0-8,0,0,0,0,0,0,0,0,0,0,0,644671,3824623
fl:384/0-16,0,0,0,0,0,0,0,0,0,1972585,3970407,6716101,9858510
saca:384/0-16,0,0,0,0,0,0,0,0,0,8804244,15359985,16493724,21551391
sapc:384/0-16,0,0,0,0,0,0,0,0,6,7803539,22207298,35965742,52164004
rs:384/0-16,0,0,0,0,0,0,0,0,0,8068077,16605187,19078083,25048298
op:384/0-16,0,0,0,0,0,0,0,0,0,7500444,16967080,21574433,26729912
flpc:384/1-16,0,0,0,0,0,0,0,0,78,5690150,12393567,16784122,22935057
pc:384/0-16,0,0,0,0,0,0,0,0,12,4653601,5005891,5151116,5571042
fl:1536/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
saca:1536/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sapc:1536/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:1536/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
op:1536/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:1536/1-1,0,0,0,0,0,0,0,0,0,0,0,0,0
pc:1536/0-1,0,0,0,0,0,0,0,0,0,0,0,0,0
fl:1536/0-8,0,0,0,0,0,0,0,0,0,0,0,0,0
saca:1536/0-8,0,0,0,0,0,0,0,0,0,0,0,0,0
sapc:1536/0-8,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:1536/0-8,0,0,0,0,0,0,0,0,0,0,0,0,0
op:1536/0-8,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:1536/1-8,0,0,0,0,0,0,0,0,0,0,0,0,0
pc:1536/0-8,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:384/2-1,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:384/2-1,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:384/2-8,0,0,0,0,0,0,0,0,0,0,0,339493,4678699
flpc:384/2-8,0,0,0,0,0,0,0,0,0,0,1022,500435,4314699
rs:384/2-16,0,0,0,0,0,0,0,0,0,7633728,23278827,30149432,37835536
flpc:384/2-16,0,0,0,0,0,0,0,0,80,5807349,13949263,20832239,31095159
rs:1536/2-1,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:1536/2-1,0,0,0,0,0,0,0,0,0,0,0,0,0
rs:1536/2-8,0,0,0,0,0,0,0,0,0,0,0,0,0
flpc:1536/2-8,0,0,0,0,0,0,0,0,0,0,0,0,0
